lsoa11,Gender,Age,n
E01028500,Female (including trans woman),79,1
E01028500,Female (including trans woman),81,1
E01028500,Female (including trans woman),84,1
E01028500,Female (including trans woman),87,2
E01028500,Female (including trans woman),89,1
E01028500,Non-binary,17,1
E01028500,Non-binary,37,2
E01028500,Non-binary,54,1
E01028500,Non-binary,55,1
E01028500,Non-binary,59,1
E01028500,Non-binary,64,1
E01028500,Non-binary,74,1
E01028500,Non-binary,83,1
E01028500,Other (not listed),41,1
E01028500,Other (not listed),51,1
E01028500,Other (not listed),57,2
E01028500,Other (not listed),69,1
E01028500,Not known or not stated,18,1
E01028500,Not known or not stated,21,1
E01028500,Not known or not stated,30,1
E01028500,Not known or not stated,72,1
E01028501,Male (including trans man),12,1
E01028501,Male (including trans man),13,1
E01028501,Male (including trans man),15,2
E01028501,Male (including trans man),16,1
E01028501,Male (including trans man),17,3
E01028501,Male (including trans man),18,1
E01028501,Male (including trans man),19,1
E01028501,Male (including trans man),20,3
E01028501,Male (including trans man),21,5
E01028501,Male (including trans man),22,3
E01028501,Male (including trans man),24,3
E01028501,Male (including trans man),25,1
E01028501,Male (including trans man),26,1
E01028501,Male (including trans man),27,3
E01028501,Male (including trans man),28,1
E01028501,Male (including trans man),29,1
E01028501,Male (including trans man),30,1
E01028501,Male (including trans man),31,3
E01028501,Male (including trans man),32,2
E01028501,Male (including trans man),33,2
E01028501,Male (including trans man),34,1
E01028501,Male (including trans man),37,1
E01028501,Male (including trans man),38,1
E01028501,Male (including trans man),39,1
E01028501,Male (including trans man),40,4
E01028501,Male (including trans man),41,6
E01028501,Male (including trans man),42,1
E01028501,Male (including trans man),43,2
E01028501,Male (including trans man),44,1
E01028501,Male (including trans man),45,3
E01028501,Male (including trans man),47,3
E01028501,Male (including trans man),49,3
E01028501,Male (including trans man),50,1
E01028501,Male (including trans man),52,2
E01028501,Male (including trans man),53,2
E01028501,Male (including trans man),54,1
E01028501,Male (including trans man),55,2
E01028501,Male (including trans man),56,2
E01028501,Male (including trans man),57,2
E01028501,Male (including trans man),58,1
E01028501,Male (including trans man),59,3
E01028501,Male (including trans man),60,1
E01028501,Male (including trans man),61,3
E01028501,Male (including trans man),62,3
E01028501,Male (including trans man),64,2
E01028501,Male (including trans man),65,1
E01028501,Male (including trans man),66,2
E01028501,Male (including trans man),67,1
E01028501,Male (including trans man),68,3
E01028501,Male (including trans man),69,3
E01028501,Male (including trans man),70,2
E01028501,Male (including trans man),71,1
E01028501,Male (including trans man),72,1
E01028501,Male (including trans man),74,2
E01028501,Male (including trans man),75,3
E01028501,Male (including trans man),76,2
E01028501,Male (including trans man),77,1
E01028501,Male (including trans man),78,2
E01028501,Male (including trans man),81,4
E01028501,Male (including trans man),82,4
E01028501,Male (including trans man),84,2
E01028501,Male (including trans man),85,1
E01028501,Male (including trans man),86,3
E01028501,Male (including trans man),87,2
E01028501,Male (including trans man),89,1
E01028501,Female (including trans woman),12,1
E01028501,Female (including trans woman),13,1
E01028501,Female (including trans woman),14,1
E01028501,Female (including trans woman),17,2
E01028501,Female (including trans woman),18,1
E01028501,Female (including trans woman),19,2
E01028501,Female (including trans woman),20,1
E01028501,Female (including trans woman),22,1
E01028501,Female (including trans woman),24,1
E01028501,Female (including trans woman),25,2
E01028501,Female (including trans woman),26,2
E01028501,Female (including trans woman),28,2
E01028501,Female (including trans woman),30,1
E01028501,Female (including trans woman),31,1
E01028501,Female (including trans woman),32,2
E01028501,Female (including trans woman),33,2
E01028501,Female (including trans woman),34,1
E01028501,Female (including trans woman),35,1
E01028501,Female (including trans woman),36,1
E01028501,Female (including trans woman),38,1
E01028501,Female (including trans woman),44,2
E01028501,Female (including trans woman),45,1
E01028501,Female (including trans woman),46,1
E01028501,Female (including trans woman),47,2
E01028501,Female (including trans woman),48,3
E01028501,Female (including trans woman),49,2
E01028501,Female (including trans woman),50,1
E01028501,Female (including trans woman),51,2
E01028501,Female (including trans woman),54,2
E01028501,Female (including trans woman),57,2
E01028501,Female (including trans woman),58,1
E01028501,Female (including trans woman),59,2
E01028501,Female (including trans woman),61,1
E01028501,Female (including trans woman),62,2
E01028501,Female (including trans woman),66,1
E01028501,Female (including trans woman),69,2
E01028501,Female (including trans woman),70,2
E01028501,Female (including trans woman),71,2
E01028501,Female (including trans woman),73,2
E01028501,Female (including trans woman),74,2
E01028501,Female (including trans woman),75,1
E01028501,Female (including trans woman),80,1
E01028501,Female (including trans woman),81,1
E01028501,Female (including trans woman),84,1
E01028501,Female (including trans woman),85,1
E01028501,Female (including trans woman),86,1
E01028501,Female (including trans woman),87,1
E01028501,Female (including trans woman),88,2
E01028501,Female (including trans woman),89,2
E01028501,Non-binary,15,1
E01028501,Non-binary,24,1
E01028501,Non-binary,30,1
E01028501,Non-binary,31,1
E01028501,Non-binary,38,1
E01028501,Non-binary,48,1
E01028501,Non-binary,52,1
E01028501,Non-binary,55,1
E01028501,Non-binary,75,1
E01028501,Other (not listed),35,1
E01028501,Other (not listed),67,1
E01028501,Other (not listed),78,1
E01028502,Male (including trans man),12,1
E01028502,Male (including trans man),13,3
E01028502,Male (including trans man),15,1
E01028502,Male (including trans man),17,2
E01028502,Male (including trans man),18,1
E01028502,Male (including trans man),21,2
E01028502,Male (including trans man),22,2
E01028502,Male (including trans man),23,1
E01028502,Male (including trans man),24,2
E01028502,Male (including trans man),27,3
E01028502,Male (including trans man),28,2
E01028502,Male (including trans man),29,3
E01028502,Male (including trans man),30,1
E01028502,Male (including trans man),31,2
E01028502,Male (including trans man),33,2
E01028502,Male (including trans man),35,1
E01028502,Male (including trans man),36,3
E01028502,Male (including trans man),38,1
E01028502,Male (including trans man),39,2
E01028502,Male (including trans man),41,2
E01028502,Male (including trans man),42,2
E01028502,Male (including trans man),44,2
E01028502,Male (including trans man),45,1
E01028502,Male (including trans man),46,1
E01028502,Male (including trans man),48,2
E01028502,Male (including trans man),49,2
E01028502,Male (including trans man),50,1
E01028502,Male (including trans man),52,2
E01028502,Male (including trans man),55,3
E01028502,Male (including trans man),56,1
E01028502,Male (including trans man),57,1
E01028502,Male (including trans man),59,1
E01028502,Male (including trans man),61,4
E01028502,Male (including trans man),62,1
E01028502,Male (including trans man),63,2
E01028502,Male (including trans man),64,2
E01028502,Male (including trans man),65,1
E01028502,Male (including trans man),66,2
E01028502,Male (including trans man),67,1
E01028502,Male (including trans man),68,1
E01028502,Male (including trans man),69,1
E01028502,Male (including trans man),73,1
E01028502,Male (including trans man),74,3
E01028502,Male (including trans man),75,1
E01028502,Male (including trans man),77,4
E01028502,Male (including trans man),80,1
E01028502,Male (including trans man),81,1
E01028502,Male (including trans man),82,1
E01028502,Male (including trans man),83,2
E01028502,Male (including trans man),84,2
E01028502,Male (including trans man),85,1
E01028502,Male (including trans man),86,1
E01028502,Male (including trans man),87,2
E01028502,Male (including trans man),88,3
E01028502,Male (including trans man),89,1
E01028502,Female (including trans woman),13,1
E01028502,Female (including trans woman),15,3
E01028502,Female (including trans woman),18,1
E01028502,Female (including trans woman),19,1
E01028502,Female (including trans woman),20,1
E01028502,Female (including trans woman),21,1
E01028502,Female (including trans woman),22,3
E01028502,Female (including trans woman),25,1
E01028502,Female (including trans woman),26,2
E01028502,Female (including trans woman),27,2
E01028502,Female (including trans woman),29,1
E01028502,Female (including trans woman),32,1
E01028502,Female (including trans woman),33,2
E01028502,Female (including trans woman),34,1
E01028502,Female (including trans woman),35,1
E01028502,Female (including trans woman),36,1
E01028502,Female (including trans woman),39,2
E01028502,Female (including trans woman),41,2
E01028502,Female (including trans woman),43,1
E01028502,Female (including trans woman),49,2
E01028502,Female (including trans woman),51,1
E01028502,Female (including trans woman),52,1
E01028502,Female (including trans woman),53,1
E01028502,Female (including trans woman),54,2
E01028502,Female (including trans woman),56,1
E01028502,Female (including trans woman),57,3
E01028502,Female (including trans woman),58,1
E01028502,Female (including trans woman),60,1
E01028502,Female (including trans woman),62,1
E01028502,Female (including trans woman),63,1
E01028502,Female (including trans woman),65,4
E01028502,Female (including trans woman),66,1
E01028502,Female (including trans woman),67,3
E01028502,Female (including trans woman),68,1
E01028502,Female (including trans woman),69,1
E01028502,Female (including trans woman),70,1
E01028502,Female (including trans woman),73,2
E01028502,Female (including trans woman),74,2
E01028502,Female (including trans woman),80,1
E01028502,Female (including trans woman),87,2
E01028502,Female (including trans woman),88,1
E01028502,Female (including trans woman),89,1
E01028502,Non-binary,18,1
E01028502,Non-binary,25,1
E01028502,Non-binary,42,1
